word,mine,Salah
acquittals,-1,-1
expectant,1,1
quacky,-1,0
sectary,-1,0
lookforward,1,1
pentacles,0,0
quacks,-1,-1
conversely,-1,-1
toallow,1,-1
pistoleiros,0,0
embroiderer,0,0
whizzy,-1,1
gurantee,1,0
kaffiyeh,0,0
nonpunitive,-1,-1
revalidate,1,-1
secured,1,1
twining,1,0
breakwall,0,0
coûts,1,1
speedier,1,-1
xulrunner,1,0
steppers,0,0
isdesigned,1,0
securer,1,1
secures,1,1
atmel,1,0
tira,1,1
rinks,0,0
unappreciated,-1,-1
clonk,-1,1
burkha,0,0
cocktail,0,0
marketability,1,0
rinky,-1,0
needs,1,1
marbling,1,1
nanopowders,-1,0
birthday,0,0
floral,1,0
informitv,1,0
avengers,0,0
gorges,0,0
deva,1,0
cliffsides,0,0
badlands,0,0
summoning,-1,0
regressives,-1,-1
amuse,1,-1
devo,1,0
dispicable,-1,-1
purification,-1,0
devs,-1,0
misallocated,-1,-1
synesthetic,1,1
gorged,0,0
devt,1,0
dedi,1,1
aberrometer,-1,0
croak,-1,0
weatherizing,0,0
slipperiest,-1,1
exclusive,1,0
stie,1,0
manera,1,0
rosem,1,1
appartment,0,0
mainly,1,-1
blare,-1,0
stic,-1,0
bombmakers,0,0
redeposit,0,0
ducklings,0,0
srv,1,0
outworks,1,1
swank,1,0
sugarcoat,-1,-1
acti,1,0
synarchist,-1,0
handgun,0,0
microcomputer,-1,0
appetizers,0,1
prodigality,-1,0
decontrol,-1,0
suboptimal,-1,-1
swang,-1,1
chickadee,0,0
superlawyer,-1,0
ultramarathoner,0,0
supersoldiers,-1,0
munchie,0,0
ponzi,-1,-1
synephrine,0,0
sistas,0,0
joblessness,-1,0
swans,0,0
pseudonymity,-1,0
miilion,-1,0
skybridges,0,0
rapamycin,-1,0
thaws,0,0
eccentricities,-1,0
syair,1,0
yakyu,1,0
gyong,1,1
brujo,0,0
parlaying,1,0
guillemot,0,0
noncooperation,-1,-1
endeavored,1,1
pooed,-1,-1
qu,1,0
undampened,1,1
petulantly,-1,-1
waistbands,0,0
remaindered,-1,-1
composable,1,0
redivision,0,-1
favorate,1,1
kababayans,0,1
recodified,-1,-1
parameterised,-1,1
nincompoops,-1,-1
bunion,-1,-1
productised,1,1
qv,-1,0
vitesse,1,0
braeburn,0,0
guffawing,-1,0
levees,0,0
readmitting,-1,-1
containable,-1,1
misallocates,-1,-1
phys,0,0
whenas,1,0
samen,1,0
menagerie,0,0
leucocyte,-1,0
oversighted,-1,-1
dency,1,0
condominum,0,0
overwith,-1,1
indianapolis,0,0
occident,0,1
persian,-1,0
dence,1,0
betweeen,1,0
phalanx,0,0
suzanne,1,0
imperitive,1,1
hysteric,-1,-1
raunch,-1,0
concience,-1,-1
europhile,-1,-1
balefully,-1,0
pinhooker,1,1
laptimes,1,1
oubreak,-1,-1
proctorial,0,-1
middleman,0,-1
factory,0,0
ejb,1,0
ruck,1,0
extrapolate,-1,-1
mnay,-1,-1
collate,-1,0
hacked,-1,-1
desinger,1,0
ejp,1,0
qd,-1,0
maneuver,0,0
attendee,0,0
attended,1,1
bolts,0,0
costal,-1,0
tempura,0,0
intoxicatingly,1,1
coastland,0,0
saboteurs,-1,0
roflumilast,-1,0
blizzards,0,0
ministered,0,0
mischaracterize,-1,-1
myxoid,-1,0
attender,0,0
piggish,-1,-1
nightingale,0,0
hobble,-1,-1
notary,-1,0
buckskin,0,0
panners,0,0
nootkatone,0,1
compression,0,0
addas,0,0
malediction,-1,0
gusta,1,0
pilsner,0,0
stonecutter,0,0
radiused,1,1
addax,0,0
gappy,-1,1
gusto,0,1
mothering,1,0
gusts,0,0
retreating,1,0
lactation,0,0
ankling,-1,0
gusty,-1,0
cubans,0,-1
gangways,0,0
suspend,-1,-1
merrill,-1,0
bitchiest,-1,-1
moneymaker,-1,0
gettogether,0,0
mexicanos,1,0
undercapitalized,-1,-1
glucagon,-1,0
vient,1,0
eady,1,1
unrespected,-1,-1
merrily,0,0
fetcher,1,1
fetches,1,0
commissioners,0,0
embossers,0,0
antirheumatic,-1,-1
gala,0,0
erodible,0,-1
cubano,1,0
george,1,0
nonfactors,-1,-1
schafft,1,0
nephrons,-1,-1
trematodes,0,0
molded,-1,1
talkback,-1,0
plastid,-1,0
elocutionist,1,0
mdwt,-1,-1
trillion,-1,0
aboutthe,-1,-1
tonsillectomies,-1,0
plastic,-1,0
purgatives,0,0
sulfone,-1,0
molder,-1,0
codefendants,0,0
availab,1,0
introspectively,1,1
festivity,0,0
exploring,1,0
amines,-1,0
unobtainable,-1,-1
nematicides,0,-1
revue,0,0
season,0,0
prions,-1,-1
cytological,-1,0
cheetal,0,0
underwired,0,0
overcapacity,-1,-1
zestier,1,1
catboat,0,0
lengthier,-1,1
underwires,0,-1
nonferrous,-1,0
lovesick,-1,-1
voicetones,1,0
natiowide,0,0
outmuscles,1,1
outlayed,1,1
framerate,-1,0
seminaries,0,0
owne,1,0
outmuscled,1,1
cobranding,1,0
chugs,1,0
marines,0,0
mariner,0,0
exacly,1,0
conglomerates,0,0
bahts,0,0
behandelt,1,0
bioavailability,1,0
legalizing,-1,0
generality,-1,-1
tarts,0,0
thema,1,1
brownfield,0,0
overdrafted,-1,-1
tarty,-1,-1
allegedy,0,-1
episcopal,0,0
ffffo,-1,0
nominating,0,0
hoteles,1,1
preamps,1,0
apperances,1,1
brads,0,0
outputted,-1,1
leiomyosarcoma,-1,0
gamechanger,1,1
bakeware,0,0
mislead,-1,-1
conversion,-1,0
gantry,0,0
silhouette,0,0
parlimentary,-1,-1
brawlers,0,0
righteously,-1,-1
mourners,0,0
acclimatize,1,1
gigglers,-1,0
inmigrantes,1,0
angiographies,-1,-1
casegoods,0,0
blastoma,-1,0
audiocasts,1,0
steets,0,0
reexports,0,0
sacristy,0,0
οnlу,1,0
overbooking,-1,-1
móviles,1,0
immigrantion,-1,-1
lavalier,1,0
monocultural,-1,-1
consignment,0,0
decommissions,-1,0
itni,1,0
megadroughts,0,0
technopreneur,1,0
nadu,0,0
nationaux,1,0
perecnt,-1,1
pencils,0,0
consis,1,1
rascality,-1,-1
programmmes,1,1
acrimonies,-1,-1
dumpings,-1,0
sculler,1,0
blackthorn,0,0
piggybanks,0,-1
currach,0,0
koran,-1,0
sicky,-1,-1
catechesis,1,0
megafloods,0,0
fishbowls,0,0
trafficking,-1,0
orphanhood,-1,-1
telegenic,1,1
senior,1,0
masturbation,-1,0
reliquaries,0,0
noshes,0,1
cloaca,-1,0
biers,0,0
dishcloths,0,0
ronaldinho,1,0
moulage,0,0
rockfall,0,0
rotas,0,0
maaaan,-1,-1
noshed,0,0
espoir,1,0
motard,1,1
wagerers,0,0
polypropylenes,-1,0
winnability,-1,-1
supraventricular,-1,0
juglines,0,1
biere,1,0
featherbed,0,-1
liposuctioned,-1,-1
woot,1,1
woos,1,-1
underappreciation,-1,-1
woop,-1,0
evaluative,-1,0
occultation,1,0
semiprivate,0,0
obstinacy,-1,-1
shimmer,0,0
bystanding,-1,-1
woof,0,0
wood,0,0
efore,0,0
parabolic,1,0
woon,0,0
wool,0,0
wook,0,0
arguable,-1,-1
tock,0,0
toch,1,1
ssy,1,0
toco,0,0
socketed,-1,0
reoffered,1,0
expectation,1,1
postmodernists,-1,-1
dys,-1,-1
festoon,-1,0
dyn,1,0
ssn,-1,0
ssi,0,0
ssh,-1,0
gracing,1,0
shoutfest,-1,0
subventions,1,-1
wallaroos,0,1
ssa,1,0
upswings,0,1
underinvestment,-1,-1
ssb,1,0
segued,1,0
verdicts,-1,-1
tranferring,-1,0
overrules,-1,-1
readmittance,-1,0
аnd,1,0
understocked,-1,-1
elia,1,-1
egghead,-1,-1
clazosentan,-1,-1
denouement,-1,0
aerating,0,0
sagest,1,1
bison,0,0
urushiol,0,0
hyperventilate,-1,-1
fainter,-1,0
greencelebrity,1,0
clowny,-1,-1
ubiquitinated,-1,0
obfuscated,-1,-1
poling,0,0
cemetaries,0,0
malformations,-1,-1
winnin,-1,1
warfront,0,-1
lifestage,1,1
beasties,0,0
crotchless,0,-1
critisize,-1,0
pellucid,1,1
obfuscates,-1,-1
optometrist,0,0
resentfulness,-1,-1
frits,0,0
grissini,0,0
decontaminant,-1,0
sunhats,0,0
inhibitory,-1,0
mortgage,-1,0
crystal,1,0
ways,0,0
review,-1,0
enterpreneur,0,0
deontology,-1,0
inhibitors,-1,0
dikha,1,0
underskirt,0,0
spermatogonia,-1,0
têtes,1,0
nonhierarchical,-1,1
upstreaming,1,1
coachable,1,1
rebuilds,1,0
toying,-1,0
mordida,0,0
sirens,0,0
piscine,0,0
shivered,-1,0
subgenres,0,0
ibiblio,1,0
messed,-1,-1
qubits,-1,0
sufficing,1,1
straitlaced,-1,-1
cosseting,1,1
seductive,1,1
nd,1,0
streetable,1,1
multiplies,1,0
prescreened,0,0
conservativism,-1,0
contractualization,-1,-1
isthmus,0,0
corticoid,-1,0
postage,-1,0
realizable,1,1
stanazolol,-1,1
fissure,-1,0
gimmicky,-1,-1
waggers,-1,-1
whatevers,0,-1
interspinous,-1,1
allround,1,1
gimmicks,-1,-1
deuxième,1,0
releaved,1,1
baap,1,0
convertion,1,1
slicken,0,0
quadraphonic,1,0
adductor,-1,0
recontesting,-1,1
utterance,-1,0
homevid,0,0
wіll,1,0
pakistan,-1,0
zaito,1,-1
antiarrhythmics,-1,0
destabilized,-1,-1
nakakita,1,0
fulfills,1,1
kazoo,0,0
hereunto,0,0
knowlingly,0,-1
repairable,-1,-1
thiazolidinediones,-1,0
destabilizer,-1,-1
destabilizes,-1,-1
quinine,0,0
coalmines,0,0
unassimilated,-1,-1
misapplying,-1,-1
coalminer,-1,0
skeletons,0,0
raring,1,1
ecumenicalism,-1,0
oocysts,-1,0
cowpat,0,0
saltire,0,0
canoers,0,0
pultruded,-1,0
undisc,1,0
unharnessed,-1,1
gestations,-1,-1
mistiming,1,-1
brittles,0,0
pinworms,-1,-1
eyewitnesses,0,0
expresse,1,0
nonsignificant,-1,-1
forints,0,0
worcestershire,0,0
oxygenase,-1,0
umpire,0,0
javawebdeveloper,1,0
followup,-1,0
committs,-1,0
infective,-1,0
jugalbandi,1,0
gab,1,1
cowrote,-1,0
backheeled,1,0
eighteens,0,0
decimating,-1,-1
resentments,-1,-1
borate,-1,0
implored,1,0
impressiveness,1,1
concieve,-1,-1
bronc,0,0
foreclosed,-1,-1
saison,0,1
nongay,-1,-1
implores,1,0
exclamatory,-1,0
attentive,1,1
puka,0,0
fiends,0,0
caucasians,0,-1
worshiping,-1,0
ultramafics,-1,0
stickered,0,-1
rhymes,-1,0
rhymer,0,0
refractory,-1,-1
dorky,-1,-1
jonquils,0,0
pentoxifylline,-1,-1
accessions,0,0
orneriest,-1,1
governesses,0,-1
dorks,-1,-1
rhymed,-1,0
belinostat,-1,0
gratuit,1,0
telangana,0,0
jawboned,-1,-1
palliate,-1,-1
fenders,0,0
ridable,1,1
redworms,0,0
depersonalize,-1,-1
telephone,0,0
dissident,0,0
unworked,1,0
telephony,1,0
jawbones,-1,-1
cartographers,0,0
pharmerging,1,0
millworker,-1,0
refracts,-1,-1
restylane,-1,0
clipless,1,0
transshipments,0,0
daubers,0,0
distiller,0,0
golpe,1,0
needleworkers,0,0
riverfronts,0,0
multiphoton,-1,0
mispricing,-1,-1
deindustrialisation,-1,-1
orthotists,1,0
reminded,-1,1
supra,1,0
archive,1,0
photofinisher,0,0
ethiopia,1,0
macaroni,0,0
terephthalate,-1,0
distilled,-1,0
miticides,0,0
isla,1,0
reminder,1,0
lumbago,-1,0
bastardised,-1,-1
hermit,-1,0
arrrgh,-1,0
twosome,0,0
rosewater,0,0
barefoot,0,0
boilie,0,0
screenshot,-1,0
disadvantages,-1,-1
smothering,1,0
runneth,1,0
driver,0,0
drives,0,-1
photogenically,0,0
paypackets,0,0
submariner,0,0
submarines,0,0
drivel,-1,-1
tena,1,0
bumi,-1,0
macrolides,-1,0
hickup,1,1
songsmith,1,0
accouting,-1,-1
alltogether,1,-1
blumenthal,-1,-1
compulsary,1,-1
pints,0,0
nontransportation,0,-1
lert,1,0
multifold,1,1
epigastric,-1,0
modernisations,-1,-1
sinkhole,-1,0
bleakest,-1,-1
debitel,1,0
demineralization,-1,0
flakes,0,0
components,0,0
newsflash,-1,0
disrepect,-1,-1
estuarine,0,0
flakey,1,-1
protege,1,0
soapsuds,0,0
stake,0,0
qoute,-1,0
agriculturals,0,0
informationtechnology,1,0
unimprovable,-1,1
kils,1,0
kilt,0,0
gavin,0,0
bareness,1,0
exhalations,0,0
kill,-1,0
kiln,0,0
kilo,1,0
pastureland,0,0
inator,-1,0
gatefolds,0,0
scarfed,0,0
blow,0,0
sampled,0,1
blot,-1,-1
että,1,0
kalanchoes,0,1
hint,1,-1
inanities,-1,0
superheats,-1,0
blox,0,0
blog,0,0
warriors,0,0
bloodhounds,0,0
shrine,0,0
bloc,0,0
blob,0,0
samples,0,1
sampler,0,0
hink,-1,-1
qurter,-1,0
subconciously,-1,-1
klatch,0,0
outwardly,1,1
mystery,-1,0
nattily,1,0
undersecured,-1,-1
financialinstitutions,1,0
intrapreneurship,1,1
scorpionfish,0,0
hermetically,1,0
coffeecake,0,0
mildewing,0,-1
hundered,1,0
stravaganza,0,0
geriatrics,0,0
undergraduates,0,0
compartmentalisation,-1,-1
nonunions,-1,-1
sasquatch,-1,0
kilowatts,0,0
nakabandis,0,0
antiparasitic,-1,0
squirreling,0,0
tomans,0,0
rebreeding,1,1
scratchie,0,-1
particle,0,0
sangoma,0,-1
aqueous,-1,0
sportman,1,1
nanofluidics,-1,0
scratchin,-1,0
oddly,1,-1
sternly,-1,-1
telephonist,0,0
possibles,-1,0
linkbait,-1,0
friar,0,0
rehabilitaion,1,-1
taggable,1,1
worklists,1,1
baed,1,0
southeasternmost,0,0
deduct,-1,-1
templating,1,0
neuralgia,-1,0
gamertag,1,0
madrid,1,0
yuba,0,0
benchtop,1,0
passcard,0,0
deduce,-1,-1
prompter,-1,-1
evade,-1,0
viselike,-1,-1
coddle,-1,-1
earthworks,0,0
intact,1,1
pulmonary,-1,0
cyberactivists,0,0
supernodes,-1,-1
thermochromic,-1,0
caribbean,0,0
perfer,1,1
loopback,-1,0
subsistance,-1,-1
severer,-1,-1
epoxied,-1,1
motet,1,0
diacetylmorphine,-1,0
jiggle,-1,0
reallocating,-1,-1
jiggly,-1,1
keytar,0,0
stope,0,0
ditz,-1,-1
ultrastructural,-1,0
altenative,-1,-1
gvt,-1,0
severed,-1,-1
metropolis,0,0
pressman,-1,0
solidarities,-1,0
denunciatory,-1,-1
populists,-1,-1
convincing,1,1
warlords,0,0
lllinois,0,0
millionand,0,0
royals,0,0
substratum,-1,0
arrivederci,1,1
ceeded,0,0
factcheck,-1,-1
fantasize,-1,1
pastors,0,0
sourcecode,-1,0
handidly,1,1
immigrate,0,-1
gimcrack,-1,0
quaffs,0,0
nós,1,0
propitiously,-1,0
hedgies,-1,0
epoxies,-1,0
signally,-1,-1
worksheet,0,0
peruses,1,0
procyanidin,-1,0
mooses,0,1
hypothalamus,-1,0
lender,-1,0
toolchains,1,0
bookbinder,0,0
concentrations,0,0
loveteam,1,0
gregory,0,0
mediacenter,0,0
perused,-1,0
slickens,0,0
biotoxins,0,0
honoraries,0,0
cambridge,0,0
tiddly,-1,1
flocculation,-1,0
multidecade,1,0
viscometers,1,0
comforters,0,0
scores,1,-1
shima,0,0
spinal,-1,0
housemanship,0,0
colesevelam,-1,1
impractically,-1,-1
headsman,0,0
councilmen,0,0
raceoff,1,1
baseballers,0,0
feudal,-1,0
lawmaking,0,0
weeknight,0,0
pathogen,0,0
pubsrtoast,1,-1
knuckledraggers,-1,-1
duikers,0,0
toxicological,-1,0
neurosurgical,1,0
innocense,-1,-1
billycart,1,0
literal,-1,0
droga,1,0
restaff,0,0
babushka,0,0
reeducated,0,-1
unspoken,-1,-1
suggestibility,-1,0
mesoscopic,-1,0
deteriorating,-1,-1
hepatica,0,0
scoreclock,0,0
bepotastine,-1,0
cryopreserved,-1,0
catholics,0,0
gibe,-1,-1
adhesions,-1,0
limns,-1,-1
directoral,-1,-1
vivir,1,0
baronial,1,0
readathon,0,0
betoken,1,0
exectutive,-1,0
woodwinds,1,0
alais,1,0
gibt,1,0
gibs,-1,1
garnered,1,1
mainman,0,0
overbreadth,-1,0
nargile,0,0
bumf,-1,0
playfields,0,0
sentimentalists,-1,-1
reviling,-1,-1
gga,1,1
sleaze,-1,-1
gwon,0,0
dopo,1,0
ignorable,-1,-1
dialoguing,-1,1
bestowed,1,0
crystallin,-1,0
presurgery,-1,-1
directorial,1,0
fetishise,-1,-1
katrina,0,0
radiographically,-1,1
decamping,0,0
shennanigans,-1,-1
sleazy,-1,-1
paravirtualization,1,0
minumum,1,1
ataluren,-1,1
podiatry,0,0
russet,1,0
counterstrategies,-1,-1
botulin,-1,-1
ravers,0,0
taquito,0,0
frighten,-1,-1
lustier,1,0
rephrasing,-1,-1
clamdigger,-1,-1
determinant,1,0
chessfest,1,0
buttie,0,0
commoditise,-1,-1
intro,1,0
discoloring,-1,-1
triumverate,1,0
cringes,-1,-1
intra,1,0
incorrect,-1,-1
abyss,-1,-1
fiddles,-1,0
fiddler,0,0
rubbed,-1,0
bestower,1,0
autocrine,-1,0
dramatizations,-1,0
rebroken,-1,0
erecting,0,0
civitas,-1,0
murtabak,0,0
rubber,-1,0
atrisk,-1,-1
arbitrageurs,-1,-1
fiddled,-1,-1
baiji,0,-1
igo,1,0
gyrate,0,0
residence,0,0
stalwart,1,1
cypress,0,0
preoccupation,-1,-1
anglicized,-1,0
injectible,-1,0
widgetry,0,0
squirmish,-1,-1
pedalos,0,0
aquathon,1,1
injurers,-1,-1
lexicographer,1,0
preventor,0,-1
tehina,0,0
photorefractive,-1,0
stocky,1,0
entrustment,-1,0
taciturnity,-1,-1
seismology,0,0
grotesques,-1,0
requester,0,0
complications,-1,-1
transplantable,-1,1
stocks,0,0
spreadsheets,0,0
mahihirap,1,0
shoutbox,-1,1
stackers,0,0
applause,1,1
refinanced,1,0
whah,1,0
bellyaching,-1,-1
suitings,0,0
mento,0,0
refinances,-1,-1
volatilty,-1,0
ments,1,0
derrick,0,0
fundholding,-1,-1
natual,1,-1
peeks,0,0
tetrapods,0,0
ferdiei,-1,0
beom,0,0
namesakes,0,0
talentless,-1,-1
arcminutes,1,0
heartrate,1,1
considred,1,1
lace,0,0
embolism,-1,0
clauses,0,-1
whitebook,-1,0
lack,1,-1
pubescens,0,0
intersessions,0,0
executing,1,1
lacs,1,0
noncritical,0,0
éclat,1,1
lacy,0,0
everyones,1,0
coverture,-1,0
piazzas,0,0
maz,1,0
pyrethrum,0,0
synthetic,-1,0
kumu,0,0
laffs,-1,0
invivodata,1,0
lining,0,0
τα,1,0
florally,0,0
arenâ,-1,-1
aaron,1,0
granulated,-1,0
humidistat,0,0
kumo,0,0
catastrophy,-1,-1
royally,1,-1
defuse,-1,0
kumi,1,0
libertad,1,0
faz,1,-1
cesses,-1,0
fax,0,0
hemi,1,0
sone,-1,1
wahi,1,1
chameleon,0,0
far,1,1
fas,1,0
hardgoods,0,0
faq,-1,0
fav,1,0
jalepeno,0,1
fat,0,-1
heme,-1,0
faj,1,0
franchisors,0,0
psychologist,0,0
fai,0,0
sont,1,0
sublingually,-1,0
fal,1,0
fam,0,0
fab,1,1
fac,1,0
hemp,0,0
faa,0,0
ticker,0,0
fag,-1,-1
fad,1,0
fae,1,0
misspelling,-1,-1
beerhouse,0,0
synths,1,0
shipboard,0,0
stimulus,-1,0
synthy,1,1
arguers,-1,-1
demonstations,0,0
subspecialist,0,0
lesbians,-1,-1
booting,-1,0
burqa,0,0
clergywoman,0,0
över,1,0
cockatoo,0,0
twills,0,1
luwak,1,0
microcirculatory,-1,-1
perfectors,1,1
synergy,1,1
freeters,0,-1
idolising,1,-1
dope,0,-1
mastertones,0,0
rubberised,1,1
fluorspar,-1,0
transacts,1,0
detonations,-1,0
parry,1,0
imported,-1,-1
gillnetting,0,0
telugu,1,0
gazundering,-1,-1
spendin,-1,0
whimper,-1,-1
booing,-1,-1
attitudes,-1,-1
fathoms,0,0
idated,1,0
toilers,0,0
deafens,-1,-1
loungewear,0,0
isoleucine,-1,0
scowling,-1,-1
conciliator,-1,0
farofa,0,0
callling,0,0
ostensive,-1,-1
bacteraemia,-1,-1
avast,-1,0
depreciation,-1,0
solars,0,0
avapro,-1,-1
decrepitude,-1,0
melittin,-1,0
bvba,1,0
leeds,1,0
mms,1,0
brioches,0,1
hawn,1,0
sylvite,-1,0
dumpsites,0,0
newish,1,1
waltzing,1,1
centerfold,-1,0
goalscorer,1,0
siamese,0,0
readvertising,0,-1
mallet,0,0
weaning,1,0
mmo,1,0
cust,-1,1
miniature,1,0
averments,-1,0
supplements,0,-1
funkily,1,0
gleeful,-1,0
runoff,0,0
bouffants,0,0
nightlies,-1,1
retainership,0,-1
folkdance,0,0
industriya,1,0
tightness,-1,-1
sloppiest,-1,-1
abruptness,1,-1
lefter,-1,0
raunchiest,-1,1
mmj,1,-1
resolver,-1,0
maby,-1,-1
chickies,-1,1
mabe,-1,-1
plonk,0,-1
telmisartan,-1,1
triathalon,0,0
petrostate,-1,-1
inorganic,1,0
gougeres,0,1
aberrant,-1,-1
lesnar,1,0
tutto,1,0
pervades,-1,-1
illion,0,0
jerkin,0,0
racedays,0,0
tutti,1,0
nities,1,0
mma,1,0
cleavages,-1,0
tutte,1,0
forcefully,-1,-1
shite,-1,0
tutta,1,0
cantata,1,0
conspiring,-1,-1
sameerb,1,0
pervaded,-1,0
respresents,1,1
shits,-1,-1
infinitesimally,-1,0
glossing,-1,-1
branded,-1,0
workups,0,1
trabajo,1,0
wingtips,0,0
waxen,-1,0
ladybug,0,0
oesophagitis,-1,0
tellin,-1,0
compromising,1,-1
crested,0,0
operators,0,0
protestor,0,0
stutter,-1,-1
aves,0,0
tubbies,0,0
terror,0,0
domination,1,0
keyhole,0,0
dessicated,-1,-1
stich,0,1
newsgroups,-1,0
mycobacteria,-1,0
portended,-1,0
glockenspiel,0,0
waxes,0,0
cochlear,-1,0
crosschecker,1,0
plagiarism,-1,-1
busta,1,0
shorties,1,0
plagiarise,-1,-1
toking,0,0
arbitrating,-1,0
unchilled,0,-1
forbearance,-1,1
nonhunter,0,0
avo,0,0
undercounting,-1,-1
intercepted,-1,0
crosschecked,-1,0
swillers,0,-1
plagiarist,-1,-1
originations,-1,1
burnered,-1,-1
avi,1,0
amico,1,0
cherrystone,0,1
análisis,1,0
psychoanalytic,-1,0
gasohol,0,-1
challenging,-1,1
maf,0,0
unticked,0,-1
showfield,0,0
tahu,1,0
eachway,1,1
sunscreen,0,0
protects,-1,-1
sociales,1,0
tsavorite,0,0
réel,1,0
nonemployee,0,0
qiviut,0,0
avg,-1,0
recursive,-1,0
perforin,-1,0
brachiosaurus,0,0
peregrine,0,0
algorithms,1,0
preseasons,-1,1
playmaker,1,0
gullies,0,0
speeding,0,-1
locate,0,0
rapaciousness,-1,-1
rottenest,-1,-1
comedically,-1,0
leafhopper,0,0
boombox,0,0
prepayment,1,0
tahn,1,0
gigabeat,1,0
musicianship,1,0
misdoings,-1,-1
diplomatique,1,0
pbviews,1,0
paceline,1,1
remodelings,0,-1
prospecting,0,0
breathalyser,-1,0
mazurka,1,0
countervailed,-1,-1
penitentiary,-1,0
indictement,-1,0
cults,-1,0
retrofitted,-1,0
womanish,-1,-1
ani,1,0
beatification,1,0
dollmakers,0,0
snipping,0,0
kampungs,0,0
epiretinal,-1,-1
touchmonitor,1,0
cudgels,-1,0
mudlark,1,1
inhomogeneity,-1,0
retaliate,-1,-1
admonishment,-1,0
womanist,-1,0
colposuspension,-1,0
sistahs,-1,-1
maj,1,0
foaling,0,0
risktaking,-1,-1
nanofiltration,-1,0
gauges,-1,-1
disables,-1,-1
misjudging,-1,-1
scientism,-1,0
ayr,0,0
flickerings,-1,1
treaments,0,-1
disabled,-1,-1
gauged,1,1
uncast,-1,0
bigoted,-1,-1
dithery,-1,1
debenture,1,0
brillaint,1,1
inbounder,1,0
dithers,-1,-1
eluded,1,1
pirogi,0,0
conformism,-1,0
membes,0,0
healthclub,0,0
excutives,-1,-1
anthurium,0,0
contextualizing,-1,0
constitutionalize,-1,-1
impeccability,1,1
unbundled,-1,-1
lebrity,1,0
conformist,-1,-1
gospelly,1,0
conkers,0,0
filberts,0,0
easies,1,1
deleverage,-1,0
berzerkeley,1,1
consecuencia,1,0
karoke,0,1
resizable,1,0
committers,1,0
brandishes,-1,0
pingpong,0,0
streakiness,-1,-1
strapping,1,0
botnet,-1,0
accumulate,1,1
allostatic,-1,-1
inelastic,-1,-1
artillery,-1,0
technolo,1,0
divorcement,-1,0
subtley,1,-1
comfirm,-1,-1
administr,1,0
wallyball,0,0
subtler,-1,-1
garbagemen,0,-1
cubicles,0,0
ethnonationalism,-1,-1
bestbuy,-1,0
refresh,1,1
endocannabinoid,-1,0
stiles,0,0
returnto,1,1
briefers,0,0
deffinately,1,1
improbables,-1,-1
disapprove,-1,-1
fortess,0,0
rainmaker,0,0
adnexal,-1,0
milliampere,-1,0
malfunction,-1,-1
glenoid,-1,0
permeation,-1,0
khanom,0,0
sincerest,1,1
rebbetzin,0,0
cyclical,-1,-1
fixture,0,0
airbrushed,-1,-1
defacto,1,-1
begain,1,0
plazo,1,0
falsetto,1,0
blacklight,0,0
inflict,-1,0
humiliations,-1,0
filmdom,1,0
airbrushes,-1,-1
buttercreams,0,0
flowerbeds,0,0
etat,-1,0
lola,0,0
ize,-1,0
pwns,-1,-1
freeriding,0,0
escapability,1,1
trebuchet,0,0
lolo,0,1
dugout,0,0
loll,0,0
jowar,0,0
greenup,0,0
brooches,0,0
etal,-1,-1
congenial,1,1
izz,1,0
chowdah,0,1
irreducibly,-1,-1
soulless,-1,-1
woodblocks,0,0
stereotyping,-1,-1
dredgings,0,0
combed,1,0
downmove,1,1
forgive,-1,-1
pedalboard,1,0
offre,1,0
standers,0,0
lungful,0,0
anoraks,-1,0
hearths,0,0
microvolt,-1,0
anterolateral,-1,0
comber,0,0
sidewalk,0,0
dexamethasone,-1,0
blister,0,-1
manipulativeness,-1,-1
overdesigned,-1,-1
unconfident,-1,-1
cremated,0,0
lobotomised,-1,-1
modularity,1,0
rollerblades,0,0
appose,-1,-1
bootlicker,-1,-1
cremates,0,-1
noddy,-1,-1
lookat,1,1
cobbers,-1,0
ninjutsu,1,0
supporto,1,0
rollerbladed,0,0
cooties,-1,0
façade,0,0
waystation,0,0
toothaches,-1,-1
corporals,0,0
froma,1,0
kundalini,1,0
concentricity,-1,1
fromn,1,1
geodesic,1,0
fancy,1,1
hamsters,0,0
fromt,1,-1
jokily,-1,-1
plummet,-1,-1
wench,-1,0
htc,-1,1
involment,-1,-1
speedometer,-1,0
plummer,-1,0
passer,1,1
passes,0,1
impairing,-1,-1
synaesthete,-1,0
gapers,0,0
rewinds,-1,0
gamelan,1,0
hotcake,0,0
supercasinos,0,-1
pennyweight,1,0
wacka,1,0
intonated,1,1
nial,1,0
neurosteroid,-1,0
jackknifing,-1,-1
inhibitions,1,0
complicates,-1,-1
regained,1,1
syrup,0,0
éclairs,0,0
passel,1,0
wonderment,1,1
shareowner,-1,0
malodour,-1,-1
treasured,1,1
option,1,1
embodiment,1,1
relieved,1,1
positons,0,1
rawboned,1,1
patni,1,0
spoonbill,0,0
everglades,0,0
treasurer,0,0
nullifying,-1,-1
vindication,-1,0
dulcimer,0,0
rubbermatch,1,1
reliever,0,0
relieves,1,0
glabellar,-1,0
albeit,-1,1
ordure,-1,-1
windies,1,1
windier,-1,1
sinless,1,0
peepul,0,0
decampment,-1,0
double,1,0
nonpayers,-1,0
predicitions,-1,0
amily,1,1
doubly,1,-1
